ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
0,0,Abberton,Worcestershire,831,Abberton,831,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
1,1,Abberton,Essex,831,Abberton,831,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
2,2,Abbey Dore,Herefordshire,0,Abbey Dore,0,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
3,3,Abbey Wood,Greater London,13000,Abbey Wood,13000,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
4,4,Abbots Bromley,Staffordshire,1351,Abbots Bromley,1351,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
5,5,Abbots Langley,Hertfordshire,10472,Abbots Langley,10472,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
6,6,Abbotskerswell,Devon,1267,Abbotskerswell,1267,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
7,7,Abbotts Ann,Hampshire,2112,Abbotts Ann,2112,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
8,8,Aber,Ceredigion,0,Aber,0,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
9,9,Aber,Gwynedd,0,Aber,0,.5,.5,1.0,0.0,0.0,0.0,0.0,0.0,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.07714804356595402,0.03408632513110125,0.04356595401371521,0.05465913674868899,0.06353368293666802,0.07462686567164178,0.06111335215812828,0.07583703106091166,0.07079467527228721,0.06575231948366277,0.06514723678902784,0.05344897135941912,0.030859217426381605,0.021581282775312627,0.01956434045986285,0.19,0.1145,0.3,0.2,0.1,0.055,0.0265,0.008,0.005,0.001,0.4481645824929407,0.036506655909640987,0.409035901573215,0.10629286002420331
